timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1618845967235,112,api/country,200,OK,Thread Group 1-21,text,true,,8954,596,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/country,93,0,0
1618845966642,703,Pelaporan_Production,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-21,,true,,198548,3565,1,1,null,363,3,46
1618845967641,180,api/login,200,OK,Thread Group 1-22,text,true,,1113,520,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/login,180,0,93
1618845967822,247,api/areas/district-city,200,OK,Thread Group 1-22,text,true,,1807,608,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/district-city,247,0,0
1618845968070,18,api/areas/sub-district/32.17,200,OK,Thread Group 1-22,text,true,,1938,613,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/sub-district/32.17,17,0,0
1618845968088,16,api/areas/village/32.17.09,200,OK,Thread Group 1-22,text,true,,1288,611,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/village/32.17.09,16,0,0
1618845968104,189,api/areas/hospital,200,OK,Thread Group 1-22,text,true,,183448,617,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/hospital?rs_jabar=true,18,0,0
1618845968294,18,api/country,200,OK,Thread Group 1-22,text,true,,8954,596,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/country,16,0,0
1618845967640,668,Pelaporan_Production,200,"Number of samples in transaction : 6, number of failing samples : 0",Thread Group 1-22,,true,,198548,3565,1,1,null,494,4,93
1618845968641,122,api/login,200,OK,Thread Group 1-23,text,true,,1113,520,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/login,122,0,42
1618845968764,16,api/areas/district-city,200,OK,Thread Group 1-23,text,true,,1807,608,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/district-city,16,0,0
1618845968781,14,api/areas/sub-district/32.17,200,OK,Thread Group 1-23,text,true,,1938,613,1,1,https://api.pelaporan.pikobar.jabarprov.go.id/api/areas/sub-district/32.17,14,0,0
